23,28
7,20
3,22
21,29
29,25
5,21
31,27
15,19
3,21
23,31
5,22
21,30
20,14
4,22
32,38
6,21
4,20
7,21
23,29
39,37
31,25
33,38
41,34
5,20
21,28
7,22
21,31
23,30
3,20
6,20
4,21
6,22
26,44
24,45
14,22
12,23
28,47
30,46
10,20
8,21
14,21
10,23
40,38
12,20
8,22
12,22
10,21
8,20
13,23
15,22
11,20
9,21
15,21
23,25
39,33
31,29
41,38
37,32
13,20
9,22
11,23
13,22
9,20
23,27
21,26
11,21
26,46
24,47
14,20
8,23
30,44
28,45
12,21
10,22
9,23
31,28
15,20
13,21
11,22
18,20
40,25
26,48
16,21
16,22
24,48
18,21
42,25
16,20
17,20
23,23
18,18
36,25
16,19
20,17
19,20
17,21
19,18
33,11
17,19
16,18
38,25
18,19
19,19
17,18
18,17
10,13
36,26
32,24
30,23
22,19
19,17
25,20
31,23
29,22
17,17
25,21
20,19
24,21
10,12
34,24
38,26
34,31
20,20
38,27
20,18
19,16
34,27
20,16
18,16
32,25
23,18
37,11
21,19
21,20
23,19
21,18
17,16
19,15
20,15
18,15
16,14
40,34
22,20
8,11
40,27
22,18
36,27
30,22
29,41
25,43
19,14
40,35
18,14
33,23
17,15
35,23
17,14
23,20
18,13
16,12
37,22
33,20
19,13
41,17
31,42
23,46
33,21
17,13
24,19
24,20
8,12
24,18
23,21
33,46
35,47
37,44
39,45
22,21
10,11
18,12
16,13
39,22
35,20
19,12
31,43
23,47
35,21
17,12
25,19
24,22
12,12
25,22
23,22
17,11
33,19
27,46
18,11
36,32
16,10
38,33
36,33
16,11
38,32
21,33
25,39
29,37
15,12
41,24
15,11
15,13
21,32
25,38
29,36
24,23
14,12
25,23
31,20
22,22
12,11
36,31
22,23
14,11
40,24
36,30
32,28
14,13
30,21
15,10
14,10
38,30
34,28
42,24
23,24
24,24
34,21
22,24
40,23
30,28
32,19
13,11
13,10
13,12
31,37
39,25
24,25
22,25
38,31
12,10
23,26
21,27
38,21
24,26
22,26
21,36
11,11
21,37
11,10
11,12
35,24
39,26
12,13
13,13
37,25
31,36
11,13
33,24
37,26
20,29
24,27
40,20
36,18
22,27
24,28
30,24
32,23
40,19
22,28
23,35
31,39
35,25
9,11
41,27
9,13
33,25
31,38
22,29
8,13
36,23
30,26
22,30
40,16
22,31
30,27
32,20
36,22
38,23
20,30
38,22
34,20
20,31
38,8
36,9
22,32
20,33
20,32
22,33
21,34
29,38
22,34
20,35
20,34
22,35
21,35
25,37
36,13
22,36
20,37
20,36
22,37
23,36
23,37
32,13
34,12
22,38
33,29
41,25
23,38
21,38
22,39
23,39
31,35
35,29
21,39
29,35
26,39
34,11
40,14
24,38
32,11
40,15
26,38
34,10
24,39
36,11
26,36
38,10
24,37
36,10
26,37
33,27
27,38
27,39
35,27
27,37
39,27
30,39
28,38
30,38
28,39
30,36
28,37
37,27
27,36
30,37
28,36
30,35
32,37
38,39
32,36
32,39
33,39
41,35
39,36
33,37
41,33
39,38
32,40
38,43
33,40
39,43
37,42
37,21
31,40
23,44
32,41
36,43
38,42
33,41
37,43
39,42
39,21
31,41
23,45
32,42
38,41
33,42
39,41
31,21
30,41
30,40
30,42
28,43
32,43
38,40
30,43
28,42
29,42
29,43
37,17
31,44
29,44
25,46
28,44
27,43
27,42
27,44
27,45
26,43
26,45
24,44
25,44
29,46
25,45
29,47
24,46
26,47
25,47
33,12
35,13
25,48
27,47
27,48
28,48
28,46
30,47
39,13
29,48
30,48
33,48
35,17
31,47
33,47
35,46
37,45
39,44
31,48
41,21
31,46
33,17
35,48
32,47
34,46
36,45
38,44
34,17
32,48
32,46
34,47
36,44
38,45
34,48
34,45
36,46
35,45
37,46
41,40
33,45
37,47
35,44
41,41
36,47
38,46
37,41
39,40
40,42
40,43
40,41
40,40
39,39
40,39
41,39
37,33
39,32
40,37
39,34
35,32
41,37
40,36
41,36
37,34
39,35
40,33
38,34
38,35
40,32
39,31
37,31
37,30
33,28
35,31
35,30
34,30
38,28
42,26
36,29
34,29
35,28
40,26
36,28
33,30
37,28
32,27
30,20
32,29
33,26
37,24
34,26
38,24
32,26
36,24
39,24
35,26
31,26
30,29
34,25
30,25
31,24
34,23
29,24
29,23
31,22
40,18
32,22
36,20
37,20
33,22
32,21
38,20
34,22
41,26
31,19
34,19
42,23
39,20
35,22
37,16
33,18
38,16
34,18
36,16
40,22
32,18
36,21
41,23
32,17
39,16
35,18
35,19
39,23
41,22
36,19
36,17
39,18
35,16
38,18
34,16
37,23
40,21
37,18
41,20
38,17
41,19
39,19
39,17
38,19
37,19
41,18
40,17
37,14
39,15
36,14
38,15
41,16
41,15
37,15
39,14
36,15
38,14
36,12
38,13
37,13
33,15
35,14
33,14
35,15
34,14
32,12
34,13
32,14
34,15
35,12
33,13
35,11
35,10
33,10
35,9
34,9
37,10
37,9
38,9
36,8
37,8
35,8
