0,15
0,71
0,128
0,185
1,15
1,71
1,128
1,185
2,15
2,71
2,128
2,185
3,15
3,71
3,128
3,185
4,15
4,71
4,128
4,185
5,15
5,71
5,128
5,185
6,15
6,71
6,128
6,185
7,15
7,71
7,128
7,185
8,15
8,71
8,128
8,185
9,15
9,71
9,128
9,185
10,15
10,71
10,128
10,185
11,15
11,71
11,128
11,185
12,15
12,71
12,128
12,185
13,15
13,71
13,128
13,185
14,15
14,71
14,128
14,185
15,15
15,71
15,128
15,185
16,15
16,71
16,128
16,185
17,0
17,1
17,2
17,3
17,4
17,5
17,6
17,15
17,71
17,128
17,185
18,6
18,7
18,8
18,9
18,15
18,71
18,128
18,185
19,9
19,10
19,11
19,12
19,15
19,71
19,128
19,185
20,12
20,13
20,14
20,15
20,71
20,128
20,185
21,15
21,16
21,17
21,18
21,19
21,71
21,128
21,185
22,19
22,20
22,21
22,22
22,23
22,24
22,71
22,128
22,185
23,24
23,25
23,26
23,71
23,128
23,185
24,26
24,27
24,28
24,71
24,128
24,185
25,28
25,29
25,30
25,31
25,71
25,128
25,185
26,31
26,32
26,33
26,34
26,35
26,36
26,71
26,128
26,185
27,36
27,37
27,38
27,39
27,71
27,128
27,185
28,0
28,1
28,2
28,3
28,39
28,40
28,41
28,42
28,71
28,128
28,185
29,3
29,4
29,5
29,42
29,43
29,44
29,45
29,46
29,71
29,128
29,185
30,5
30,6
30,7
30,8
30,46
30,47
30,48
30,71
30,128
30,185
31,8
31,9
31,10
31,11
31,12
31,48
31,49
31,50
31,71
31,128
31,185
32,12
32,13
32,14
32,15
32,50
32,51
32,52
32,71
32,128
32,185
33,15
33,16
33,17
33,18
33,19
33,20
33,52
33,53
33,54
33,71
33,128
33,185
34,15
34,20
34,21
34,22
34,54
34,55
34,56
34,71
34,128
34,185
35,15
35,22
35,23
35,24
35,56
35,57
35,71
35,128
35,185
36,15
36,24
36,25
36,26
36,27
36,28
36,57
36,58
36,59
36,71
36,128
36,185
37,15
37,28
37,29
37,30
37,31
37,32
37,59
37,60
37,61
37,62
37,63
37,64
37,71
37,128
37,185
38,15
38,32
38,33
38,34
38,35
38,64
38,65
38,66
38,71
38,128
38,185
39,15
39,35
39,36
39,37
39,38
39,39
39,66
39,67
39,71
39,128
39,185
40,15
40,39
40,40
40,41
40,42
40,67
40,68
40,69
40,71
40,128
40,185
41,15
41,42
41,43
41,44
41,69
41,70
41,71
41,72
41,128
41,185
42,15
42,44
42,45
42,72
42,73
42,74
42,75
42,128
42,185
43,15
43,45
43,46
43,47
43,75
43,76
43,77
43,78
43,79
43,80
43,81
43,82
43,83
43,84
43,128
43,185
44,15
44,47
44,48
44,49
44,84
44,85
44,86
44,87
44,128
44,185
45,15
45,49
45,50
45,87
45,88
45,89
45,128
45,185
46,15
46,50
46,51
46,52
46,89
46,90
46,91
46,92
46,128
46,185
47,15
47,52
47,53
47,54
47,55
47,92
47,93
47,94
47,95
47,128
47,185
48,15
48,55
48,56
48,57
48,58
48,59
48,95
48,96
48,97
48,128
48,185
49,15
49,59
49,60
49,61
49,97
49,98
49,128
49,185
50,15
50,61
50,62
50,63
50,98
50,128
50,185
51,15
51,63
51,64
51,65
51,98
51,99
51,128
51,185
52,15
52,65
52,66
52,67
52,68
52,99
52,128
52,185
53,15
53,68
53,69
53,70
53,71
53,99
53,128
53,185
54,15
54,71
54,72
54,73
54,74
54,75
54,76
54,77
54,78
54,79
54,80
54,81
54,99
54,128
54,185
55,15
55,71
55,81
55,82
55,99
55,100
55,128
55,185
56,15
56,71
56,82
56,100
56,101
56,102
56,103
56,128
56,185
57,15
57,71
57,82
57,83
57,103
57,104
57,105
57,128
57,185
58,15
58,71
58,83
58,105
58,106
58,107
58,128
58,185
59,15
59,71
59,83
59,84
59,107
59,108
59,109
59,128
59,185
60,15
60,71
60,84
60,109
60,110
60,128
60,185
61,15
61,71
61,84
61,85
61,86
61,110
61,111
61,112
61,113
61,114
61,128
61,185
62,15
62,71
62,86
62,87
62,114
62,115
62,116
62,128
62,185
63,15
63,71
63,87
63,88
63,116
63,117
63,118
63,128
63,185
64,15
64,71
64,88
64,89
64,90
64,118
64,119
64,120
64,128
64,185
65,15
65,71
65,90
65,91
65,92
65,93
65,120
65,121
65,122
65,128
65,185
66,15
66,71
66,93
66,94
66,95
66,96
66,122
66,123
66,124
66,125
66,128
66,185
67,15
67,71
67,96
67,97
67,98
67,125
67,126
67,127
67,128
67,185
68,15
68,71
68,98
68,99
68,100
68,127
68,128
68,129
68,185
69,15
69,71
69,100
69,101
69,102
69,129
69,130
69,131
69,132
69,185
70,15
70,71
70,102
70,103
70,104
70,132
70,133
70,134
70,135
70,185
71,15
71,71
71,104
71,105
71,106
71,135
71,136
71,137
71,138
71,185
72,15
72,71
72,106
72,107
72,108
72,109
72,138
72,139
72,140
72,185
73,15
73,71
73,109
73,110
73,111
73,140
73,141
73,142
73,185
74,15
74,71
74,111
74,112
74,113
74,114
74,115
74,142
74,143
74,144
74,145
74,185
75,15
75,71
75,115
75,116
75,145
75,146
75,147
75,185
76,15
76,71
76,116
76,117
76,118
76,147
76,148
76,149
76,185
77,15
77,71
77,118
77,119
77,120
77,149
77,150
77,151
77,185
78,15
78,71
78,120
78,121
78,122
78,151
78,152
78,153
78,185
79,15
79,71
79,122
79,123
79,124
79,125
79,153
79,154
79,155
79,185
80,15
80,71
80,125
80,126
80,127
80,128
80,129
80,155
80,156
80,157
80,185
81,15
81,71
81,128
81,129
81,130
81,131
81,132
81,157
81,158
81,159
81,185
82,15
82,71
82,128
82,132
82,133
82,134
82,135
82,159
82,160
82,161
82,185
83,15
83,71
83,128
83,135
83,136
83,161
83,162
83,163
83,185
84,15
84,71
84,128
84,136
84,137
84,138
84,163
84,164
84,165
84,185
85,15
85,71
85,128
85,138
85,139
85,140
85,165
85,166
85,167
85,185
86,15
86,71
86,128
86,140
86,141
86,142
86,167
86,168
86,169
86,185
87,15
87,71
87,128
87,142
87,143
87,144
87,169
87,170
87,171
87,172
87,185
88,15
88,71
88,128
88,144
88,145
88,146
88,172
88,173
88,174
88,185
89,15
89,71
89,128
89,146
89,147
89,148
89,174
89,175
89,176
89,185
90,15
90,71
90,128
90,148
90,149
90,150
90,176
90,177
90,178
90,185
91,15
91,71
91,128
91,150
91,151
91,152
91,153
91,178
91,179
91,180
91,181
91,185
92,15
92,71
92,128
92,153
92,154
92,181
92,182
92,183
92,184
92,185
93,15
93,71
93,128
93,154
93,155
93,156
93,184
93,185
93,186
94,15
94,71
94,128
94,156
94,157
94,158
94,159
94,160
94,186
94,187
95,15
95,71
95,128
95,160
95,161
95,162
95,187
95,188
95,189
96,15
96,71
96,128
96,162
96,163
96,189
96,190
96,191
97,15
97,71
97,128
97,163
97,164
97,165
97,191
97,192
97,193
98,15
98,71
98,128
98,165
98,166
98,167
98,168
98,193
98,194
98,195
99,15
99,71
99,128
99,168
99,169
99,170
99,195
99,196
100,15
100,71
100,128
100,170
100,171
100,172
100,173
100,196
100,197
100,198
101,15
101,71
101,128
101,173
101,174
101,175
101,198
101,199
102,15
102,71
102,128
102,175
102,176
102,177
103,15
103,71
103,128
103,177
103,178
103,179
103,180
104,15
104,71
104,128
104,180
104,181
105,15
105,71
105,128
105,181
105,182
105,183
106,15
106,71
106,128
106,183
106,184
106,185
107,15
107,71
